task,solution,time_taken
Task018.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",16.36
Task023.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",3.52
Task027.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",20.33
Task028.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",14.47
Task031.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.83
Task036.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",30.91
Task040.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE4""], [1, 4, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",25.1
Task051.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 2, ""Dilation"", ""SE4""], [1, 2, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",23.72
Task057.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 3, ""Dilation"", ""SE3""], [1, 3, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",9.49
Task062.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",19.93
Task070.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 2, ""Dilation"", ""SE4""], [1, 2, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",6.12
Task072.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",10.27
Task076.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE4""], [1, 4, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",3.64
Task087.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 3, ""Dilation"", ""SE8""], [1, 3, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",2.89
Task089.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",3.86
Task012.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",22.36
Task042.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",29.89
Task055.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",18.77
Task064.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 1, 2], [1, 0, 1]]]]",4.43
Task067.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",13.99
Task099.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 2, ""Dilation"", ""SE3""], [1, 2, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",6.18
Task054.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",7.42
Task060.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",24.01
Task074.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE4""], [1, 4, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",22.17
Task079.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",10.77
Task098.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",2.06
Task002.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",16.91
Task010.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",2.61
Task025.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",11.48
Task094.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",9.52
Task044.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 3, ""Dilation"", ""SE3""], [1, 3, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",9.36
Task083.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",4.58
Task086.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",14.29
Task032.json,"[[None, 1, ""Hit-Or-Miss"", ""SE3""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",9.84
Task088.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",1.64
Task006.json,"[[None, 1, ""Hit-Or-Miss"", ""SE5""], [1, 2, ""Dilation"", ""SE4""], [1, 2, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",17.15
Task029.json,"[[None, 1, ""Hit-Or-Miss"", ""SE5""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",15.24
Task080.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 2, ""Dilation"", ""SE8""], [1, 2, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",18.0
Task071.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",20.38
Task024.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.36
Task056.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE7""], [1, 3, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 1, 2], [1, 0, 1]]]]",11.45
Task043.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE3""], [1, 2, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",10.32
Task068.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",12.69
Task000.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",15.48
Task008.json,"[[null, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE8""], [1, 2, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE8""], [null, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",7.06
Task001.json,"[[null, 1, ""Hit-Or-Miss"", ""SE7""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE7""], [null, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 1, 2], [1, 0, 1]]]]",9.52

