task_id,time_taken,solution
Task035,0.28,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE6""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE8""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE4""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task036,0.0391,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE1""], [0, 4, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 4, ""Dilation"", ""SE1""], [2, 4, ""Erosion"", ""SE1""]]"
Task037,0.1366,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE5""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE5""], [0, 4, ""Dilation"", ""SE3""], [0, 4, ""Erosion"", ""SE3""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE5""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 4, ""Dilation"", ""SE3""], [2, 4, ""Erosion"", ""SE3""]]"
Task038,0.1128,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE8""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE8""], [0, 4, ""Dilation"", ""SE3""], [0, 4, ""Erosion"", ""SE3""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE6""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE3""], [2, 4, ""Erosion"", ""SE3""]]"
Task039,0.1075,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE3""], [0, 3, ""Erosion"", ""SE3""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE7""], [1, 3, ""Dilation"", ""SE3""], [1, 3, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [2, 3, ""Dilation"", ""SE3""], [2, 3, ""Erosion"", ""SE3""]]"
Task040,0.2718,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE7""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task041,0.1354,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 3, ""Dilation"", ""SE4""], [0, 3, ""Erosion"", ""SE4""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE4""], [2, 3, ""Erosion"", ""SE4""]]"
Task042,0.2457,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE8""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE8""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE4""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE8""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task043,0.2727,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE8""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task044,0.2104,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE5""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE5""], [0, 4, ""Dilation"", ""SE7""], [0, 4, ""Erosion"", ""SE7""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE3""], [2, 4, ""Dilation"", ""SE7""], [2, 4, ""Erosion"", ""SE7""]]"
Task045,0.156,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 2, ""Dilation"", ""SE5""], [0, 2, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 2, ""Dilation"", ""SE5""], [1, 2, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 2, ""Dilation"", ""SE5""], [2, 2, ""Erosion"", ""SE5""]]"
Task046,0.1726,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task047,0.1718,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 2, ""Dilation"", ""SE6""], [0, 2, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE6""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 2, ""Dilation"", ""SE6""], [2, 2, ""Erosion"", ""SE6""]]"
Task048,0.0602,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE5""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE5""], [0, 4, ""Dilation"", ""SE2""], [0, 4, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE8""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 4, ""Dilation"", ""SE2""], [2, 4, ""Erosion"", ""SE2""]]"
Task049,0.2549,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 3, ""Dilation"", ""SE8""], [0, 3, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 3, ""Dilation"", ""SE8""], [1, 3, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 3, ""Dilation"", ""SE8""], [2, 3, ""Erosion"", ""SE8""]]"
Task050,0.0404,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 2, ""Dilation"", ""SE2""], [0, 2, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE7""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 2, ""Dilation"", ""SE2""], [2, 2, ""Erosion"", ""SE2""]]"
Task051,0.1481,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE5""], [0, 4, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 4, ""Dilation"", ""SE5""], [2, 4, ""Erosion"", ""SE5""]]"
Task052,0.0242,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE6""], [0, 3, ""Dilation"", ""SE1""], [0, 3, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE6""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 3, ""Dilation"", ""SE1""], [2, 3, ""Erosion"", ""SE1""]]"
Task053,0.1772,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE6""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE7""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task054,0.1689,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE5""], [0, 3, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE2""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE5""], [2, 3, ""Erosion"", ""SE5""]]"
Task055,0.2349,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE4""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task056,0.1885,"[[0, 1, ""Dilation"", ""SE5""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE5""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE5""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task057,0.0565,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE2""], [0, 3, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE8""], [1, 3, ""Dilation"", ""SE2""], [1, 3, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 3, ""Dilation"", ""SE2""], [2, 3, ""Erosion"", ""SE2""]]"
Task058,0.1849,"[[0, 1, ""Dilation"", ""SE5""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE5""], [0, 1, ""Erosion"", ""SE6""], [0, 4, ""Dilation"", ""SE6""], [0, 4, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE2""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [2, 4, ""Dilation"", ""SE6""], [2, 4, ""Erosion"", ""SE6""]]"
Task059,0.0254,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 4, ""Dilation"", ""SE1""], [0, 4, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 4, ""Dilation"", ""SE1""], [2, 4, ""Erosion"", ""SE1""]]"
Task060,0.2796,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 4, ""Dilation"", ""SE8""], [0, 4, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE8""], [2, 4, ""Erosion"", ""SE8""]]"
Task061,0.1991,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE6""], [0, 4, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE8""], [2, 4, ""Dilation"", ""SE6""], [2, 4, ""Erosion"", ""SE6""]]"
Task062,0.1888,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE4""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task063,0.0021,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""]]"
Task064,0.0152,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE3""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE3""], [0, 2, ""Dilation"", ""SE1""], [0, 2, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE5""], [2, 2, ""Dilation"", ""SE1""], [2, 2, ""Erosion"", ""SE1""]]"
Task065,0.0568,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 4, ""Dilation"", ""SE2""], [0, 4, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 4, ""Dilation"", ""SE2""], [2, 4, ""Erosion"", ""SE2""]]"
Task066,0.1051,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 4, ""Dilation"", ""SE3""], [0, 4, ""Erosion"", ""SE3""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 4, ""Dilation"", ""SE3""], [2, 4, ""Erosion"", ""SE3""]]"
Task067,0.0306,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE5""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE5""], [0, 4, ""Dilation"", ""SE1""], [0, 4, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE4""], [1, 1, ""Erosion"", ""SE5""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 4, ""Dilation"", ""SE1""], [2, 4, ""Erosion"", ""SE1""]]"
Task068,0.1589,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE5""], [0, 3, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE5""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE5""], [2, 3, ""Erosion"", ""SE5""]]"
Task069,0.2507,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 3, ""Dilation"", ""SE7""], [0, 3, ""Erosion"", ""SE7""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE5""], [1, 3, ""Dilation"", ""SE7""], [1, 3, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE7""], [2, 3, ""Erosion"", ""SE7""]]"
